node,neighbors,degree
167,"152,166,168,182",4
168,"153,167,169,183",4
169,"154,168,170,184",4
170,"155,169,171,185",4
171,"156,170,172,186",4
172,"157,171,173,187",4
173,"158,172,174,188",4
174,"159,173,175,189",4
175,"160,174,176,190",4
176,"161,175,177,191",4
177,"162,176,178,192",4
178,"163,177,179,193",4
179,"164,178,194",3
180,"165,181,195",3
181,"166,180,182,196",4
182,"167,181,183,197",4
183,"168,182,184,198",4
184,"169,183,185,199",4
185,"170,184,186,200",4
186,"171,185,187,201",4
187,"172,186,188,202",4
188,"173,187,189,203",4
189,"174,188,190,204",4
190,"175,189,191,205",4
191,"176,190,192,206",4
192,"177,191,193,207",4
193,"178,192,194,208",4
194,"179,193,209",3
195,"180,196,210",3
196,"181,195,197,211",4
197,"182,196,198,212",4
198,"183,197,199,213",4
199,"184,198,200,214",4
200,"185,199,201,215",4
201,"186,200,202,216",4
202,"187,201,203,217",4
203,"188,202,204,218",4
204,"189,203,205,219",4
205,"190,204,206,220",4
206,"191,205,207,221",4
207,"192,206,208,222",4
208,"193,207,209,223",4
209,"194,208,224",3
210,"195,211,225",3
211,"196,210,212,226",4
212,"197,211,213,227",4
213,"198,212,214,228",4
214,"199,213,215,229",4
215,"200,214,216,230",4
216,"201,215,217,231",4
217,"202,216,218,232",4
218,"203,217,219,233",4
219,"204,218,220,234",4
220,"205,219,221,235",4
221,"206,220,222,236",4
222,"207,221,223,237",4
223,"208,222,224,238",4
224,"209,223,239",3
225,"210,226,240",3
226,"211,225,227,241",4
227,"212,226,228,242",4
228,"213,227,229,243",4
229,"214,228,230,244",4
230,"215,229,231,245",4
231,"216,230,232,246",4
232,"217,231,233,247",4
233,"218,232,234,248",4
234,"219,233,235,249",4
235,"220,234,236,250",4
236,"221,235,237,251",4
237,"222,236,238,252",4
238,"223,237,239,253",4
239,"224,238,254",3
240,"225,241,255",3
241,"226,240,242,256",4
242,"227,241,243,257",4
243,"228,242,244,258",4
244,"229,243,245,259",4
245,"230,244,246,260",4
246,"231,245,247,261",4
247,"232,246,248,262",4
248,"233,247,249,263",4
249,"234,248,250,264",4
250,"235,249,251,265",4
251,"236,250,252,266",4
252,"237,251,253,267",4
253,"238,252,254,268",4
254,"239,253,269",3
255,"240,256,270",3
256,"241,255,257,271",4
257,"242,256,258,272",4
258,"243,257,259,273",4
259,"244,258,260,274",4
260,"245,259,261,275",4
261,"246,260,262,276",4
262,"247,261,263,277",4
263,"248,262,264,278",4
264,"249,263,265,279",4
265,"250,264,266,280",4
266,"251,265,267,281",4
267,"252,266,268,282",4
268,"253,267,269,283",4
269,"254,268,284",3
270,"255,271,285",3
271,"256,270,272,286",4
272,"257,271,273,287",4
273,"258,272,274,288",4
274,"259,273,275,289",4
275,"260,274,276,290",4
276,"261,275,277,291",4
277,"262,276,278,292",4
278,"263,277,279,293",4
279,"264,278,280,294",4
280,"265,279,281,295",4
281,"266,280,282,296",4
282,"267,281,283,297",4
283,"268,282,284,298",4
284,"269,283,299",3
285,"270,286",2
286,"271,285,287",3
287,"272,286,288",3
288,"273,287,289",3
289,"274,288,290",3
290,"275,289,291",3
291,"276,290,292",3
292,"277,291,293",3
293,"278,292,294",3
294,"279,293,295",3
295,"280,294,296",3
296,"281,295,297",3
297,"282,296,298",3
298,"283,297,299",3
299,"284,298",2
