Node,AverageAttackRate
449,0.028560
450,0.033013
451,0.020861
452,0.014586
453,0.012872
454,0.044287
455,0.042893
456,0.045789
457,0.034943
458,0.041156
459,0.041331
460,0.034193
461,0.021537
462,0.047888
463,0.021853
464,0.024912
465,0.024559
466,0.052536
467,0.031427
468,0.027868
469,0.016113
470,0.043050
471,0.032519
472,0.023792
473,0.031442
474,0.015473
475,0.030871
476,0.051943
477,0.029152
478,0.048536
479,0.034875
480,0.016170
481,0.029326
482,0.031259
483,0.025554
484,0.034398
485,0.024138
486,0.030298
487,0.039416
488,0.029354
489,0.021601
490,0.035105
491,0.030016
492,0.020690
493,0.033925
494,0.038591
495,0.035629
496,0.036643
497,0.042624
498,0.021155
499,0.014874
500,0.033740
501,0.025176
502,0.035484
503,0.020427
504,0.032854
505,0.023627
506,0.040630
507,0.028592
508,0.029671
509,0.021937
510,0.048371
511,0.053103
512,0.036151
513,0.031949
514,0.033460
515,0.014809
516,0.005161
517,0.018146
518,0.029057
519,0.023744
520,0.018610
521,0.049482
522,0.020713
523,0.018632
524,0.016242
525,0.048977
526,0.036588
527,0.017962
528,0.013421
529,0.023962
530,0.027362
531,0.022058
532,0.035108
533,0.019069
534,0.032860
535,0.029613
536,0.038229
537,0.029650
538,0.046442
539,0.038369
540,0.043088
541,0.038945
542,0.024176
543,0.028414
544,0.034991
545,0.020628
546,0.033348
547,0.041588
548,0.042051
549,0.054511
550,0.027143
551,0.023752
552,0.039413
553,0.026328
554,0.044875
555,0.043587
556,0.023428
557,0.031270
558,0.034027
559,0.037640
560,0.032414
561,0.041729
562,0.028889
563,0.015278
564,0.016040
565,0.031873
566,0.042545
567,0.041077
568,0.039327
569,0.035518
570,0.017179
571,0.032372
572,0.047202
573,0.033744
574,0.016053
575,0.020825
576,0.019709
577,0.030683
578,0.048815
579,0.036943
580,0.057526
581,0.030100
582,0.016780
583,0.036550
584,0.027478
585,0.016809
586,0.033230
587,0.028584
588,0.010016
589,0.050329
590,0.021790
591,0.021613
592,0.021074
593,0.042476
594,0.052407
595,0.030164
596,0.017553
597,0.032660
598,0.028628
599,0.014412
600,0.012439
601,0.035872
602,0.021583
603,0.016736
604,0.039431
605,0.031000
606,0.040338
607,0.026810
608,0.041021
609,0.015293
610,0.026279
611,0.026845
612,0.041156
613,0.015722
614,0.031070
615,0.044727
616,0.026947
617,0.032600
618,0.031857
619,0.032180
620,0.046857
621,0.039674
622,0.028408
623,0.020944
624,0.033702
625,0.039465
626,0.037655
627,0.032696
628,0.025157
629,0.024572
630,0.032108
631,0.039710
632,0.024371
633,0.029890
634,0.039554
635,0.023790
636,0.036619
637,0.020322
638,0.025177
639,0.060510
640,0.041184
641,0.051133
642,0.037862
643,0.032458
644,0.012523
645,0.038095
646,0.008945
647,0.022455
648,0.009523
649,0.025706
650,0.035304
651,0.026872
652,0.014529
653,0.033272
654,0.045748
655,0.036903
656,0.029857
657,0.029982
658,0.021003
659,0.044960
660,0.037466
661,0.029866
662,0.022652
663,0.046487
664,0.023794
665,0.046057
666,0.023697
667,0.027892
668,0.034628
669,0.041431
670,0.039933
671,0.019040
672,0.040683
673,0.030668
674,0.036718
675,0.032733
676,0.030332
677,0.020203
678,0.021518
679,0.046722
680,0.031259
681,0.013125
682,0.051862
683,0.023515
684,0.016537
685,0.052452
686,0.019168
687,0.027824
688,0.011565
689,0.014121
690,0.045994
691,0.022560
692,0.037289
693,0.036023
694,0.029130
695,0.026789
696,0.053722
697,0.025083
698,0.040183
699,0.027561
700,0.020918
701,0.013364
702,0.025564
703,0.030792
704,0.032638
705,0.033242
706,0.041731
707,0.036377
708,0.028024
709,0.031034
710,0.029527
711,0.021410
712,0.030317
713,0.035319
714,0.042316
715,0.053661
716,0.031112
717,0.040850
718,0.026001
719,0.030788
720,0.031850
721,0.026467
722,0.029566
723,0.045501
724,0.029563
725,0.028850
726,0.011659
727,0.032203
728,0.041611
729,0.028516
730,0.022812
731,0.039323
732,0.023562
733,0.019979
734,0.028201
735,0.024212
736,0.040348
737,0.030652
738,0.031846
739,0.027856
740,0.017536
741,0.044278
742,0.016483
743,0.053653
744,0.025682
745,0.044566
746,0.040689
747,0.021548
748,0.047140
749,0.054000
750,0.035886
751,0.032290
752,0.045862
753,0.021519
754,0.027157
755,0.039895
756,0.037338
757,0.032567
758,0.030627
759,0.019671
760,0.021861
761,0.031618
762,0.025211
763,0.026758
764,0.029927
765,0.027753
766,0.042394
767,0.023765
768,0.048409
769,0.022177
770,0.021226
771,0.030988
772,0.026185
773,0.031980
774,0.030231
775,0.016119
776,0.040794
777,0.033818
778,0.028067
779,0.027285
780,0.027666
781,0.024620
782,0.035930
783,0.029134
784,0.052808
785,0.046588
786,0.039853
787,0.028739
788,0.026275
789,0.048303
790,0.035517
791,0.033859
792,0.041259
793,0.044379
794,0.030759
795,0.037253
796,0.039605
797,0.034235
798,0.018275
799,0.029783
800,0.039085
801,0.046461
802,0.035847
803,0.029055
804,0.034164
805,0.054092
806,0.011260
807,0.033848
808,0.025997
809,0.023874
810,0.025050
811,0.060334
812,0.040914
813,0.041383
814,0.047781
815,0.043803
816,0.044930
817,0.040013
818,0.068387
819,0.021612
820,0.023272
821,0.016275
822,0.020903
823,0.037156
824,0.036264
825,0.031886
826,0.020721
827,0.011184
828,0.035517
829,0.048283
830,0.040325
831,0.012684
832,0.037968
833,0.024882
834,0.032766
835,0.033609
836,0.034372
837,0.023302
838,0.038171
839,0.040131
840,0.042257
841,0.020246
842,0.037272
843,0.026105
844,0.022454
845,0.024450
846,0.031901
847,0.032160
848,0.017955
849,0.012616
850,0.026055
851,0.014894
852,0.032071
853,0.020603
854,0.028768
855,0.041086
856,0.034147
857,0.029000
858,0.038719
859,0.053761
860,0.040333
861,0.037260
862,0.023843
863,0.032427
864,0.022013
865,0.019891
866,0.041926
867,0.020091
868,0.021377
869,0.016734
870,0.030441
871,0.016123
872,0.040459
873,0.036720
874,0.040852
875,0.048167
876,0.022102
877,0.039124
878,0.037218
879,0.026350
880,0.039245
881,0.037441
882,0.040168
883,0.021209
884,0.029342
885,0.025130
886,0.026648
887,0.036790
888,0.035326
889,0.023675
890,0.035092
891,0.018155
892,0.030914
893,0.021768
894,0.048827
895,0.013702
896,0.026990
897,0.022673
898,0.034085
899,0.039441
900,0.024697
901,0.032895
902,0.026515
903,0.041578
904,0.014246
905,0.019561
906,0.034155
907,0.029356
908,0.029255
909,0.016399
910,0.032843
911,0.019639
912,0.027064
913,0.026189
914,0.017319
915,0.023510
916,0.020679
917,0.018142
918,0.029725
919,0.026656
920,0.024458
921,0.026606
922,0.031023
923,0.018373
924,0.052466
925,0.037449
926,0.031046
927,0.036742
928,0.049193
929,0.025862
930,0.018120
931,0.045023
932,0.030792
933,0.042745
934,0.032656
935,0.039530
936,0.026284
937,0.012208
938,0.032233
939,0.041231
940,0.025233
941,0.031233
942,0.025438
943,0.037232
944,0.050584
945,0.026195
946,0.034984
947,0.029089
948,0.018298
949,0.025948
950,0.040856
951,0.026043
952,0.024342
953,0.023507
954,0.041618
955,0.055292
956,0.027516
957,0.038398
958,0.038251
959,0.038706
960,0.039571
961,0.028624
962,0.056058
963,0.041352
964,0.023184
965,0.020493
966,0.049160
967,0.011421
968,0.027903
969,0.050387
970,0.031957
971,0.023601
972,0.013133
973,0.027677
974,0.029723
975,0.016211
976,0.041249
977,0.043441
978,0.041209
979,0.041764
980,0.032491
981,0.013945
982,0.027384
983,0.027743
984,0.058048
985,0.029795
986,0.028464
987,0.039976
988,0.037049
989,0.025586
990,0.032803
991,0.039582
992,0.026834
993,0.033082
994,0.036224
995,0.025042
996,0.035753
997,0.024089
998,0.037051
999,0.033839
