node,neighbors,degree
163,"62,70,337,355,540,746,842,877,924,988",10
164,"124,212,270,273,288,351,395,475,577,637,761,805,829",13
165,"154,253,699,705,734,865",6
166,"99,144,170,337,361,382,765,870",8
167,"33,84,210,351,374,688,704,715,834,845,960",11
168,"36,70,282,378,413,414,609,676,758,794,832",11
169,"128,145,309,502,526,571,873,940",8
170,"115,166,209,222,460,630,831",7
171,"54,316,388,425,478,522,709,766,845,926,955",11
172,"398,433,514,576,601,691,838,899,905,958",10
173,"336,342,426,677,736,877",6
174,"56,140,329,554,573,716,847",7
175,"5,46,84,134,161,223,293,460,594,698,873,880",12
176,"129,206,418,443,493,558,768,814",8
177,"34,83,108,142,251,276,468,621,657,728,770,823,828,862,950,988",16
178,"276,678,712",3
179,"57,97,478,650,707,784",6
180,"419,475,656,673,930",5
181,"0,33,183,239,354,536,549,654,679,739,925,997",12
182,"92,458,589,653,682,691,717,734,872",9
183,"1,181,221,409,549,615,730,795,962",9
184,"229,266,267,289,420,452,708,743,901",9
185,"68,319,343,371,467,547,555,642,649,695",10
186,"33,49,154,353,510,517,562,729,802,977",10
187,"162,405,567,570,650,818",6
188,"64,215,391,479,493,510,717,984",8
189,"24,322,335,342,381,455,561,660,810,818,834,850",12
190,"328,462,539,643,789,820,870,932,941",9
191,"41,98,298,504,538,559,625,750,765,913",10
192,"129,242,429,435,707,885,896,903,989",9
193,"119,236,284,391,551,739,901,971",8
194,"8,121,292,321,688,754,934,935",8
195,"19,32,44,112,267,277,308,356,568,707,794,814",12
196,"29,251,419,444,508,648,681,693,713,886,911",11
197,"2,259,367,373,626,634,680,793,823,860",10
198,"64,569,839,891,997",5
199,"5,45,158,442,578,792,931,975",8
200,"35,45,83,230,292,298,317,532,788,789,841,956",12
201,"46,214,293,458,555,655,731",7
202,"84,377,409,502,549,560,625,696,912",9
203,"33,206,678,687,853,923,935",7
204,"85,118,215,282,414,717,761,863,954,986",10
205,"91,159,222,349,429,553,725,738,794,886",10
206,"139,176,203,216,236,456,561,612,656,713,743,745,755,777,782,819,829,894,938,955",20
207,"102,159,261,355,747,798,852",7
208,"143,231,330,728,793,915",6
209,"129,170,227,270,326,346,386,470,525,581,646,879",12
210,"151,167,476,604,608,882,934",7
211,"156,247,349,374,381,426",6
212,"164,327,333,394,410,431,638,703,731,733,774,818,903",13
213,"76,321,387,533,612,661,749,757,803,976",10
214,"25,42,53,201,309,352,502,925",8
215,"49,188,204,678,970",5
216,"206,414,580,583,584,833,854,976,999",9
217,"15,45,76,260,411,640,861,910,930",9
218,"162,307,358,400,447,449,484,706,786,832",10
219,"3,257,430,436,490,544,628,656,831,854,873,956",12
220,"17,42,70,364,444,472,473,579,881,969",10
221,"3,129,183,284,380,395,488,505,567,631,665,699,718,921,929,962",16
222,"45,170,205,285,469,519,566,628,649,662,694,850,864",13
223,"142,175,513,581,761,877,879,919,922",9
224,"61,142,233,276,279,314,389,659,927",9
225,"81,339,364,391,415,547,627,638,724,801,847,966,977",13
226,"13,65,108,140,238,559,753,793,805,977",10
227,"209,232,240,336,360,466,604,653,696,702,715,767,792,830,978",15
228,"58,133,258,269,479,833",6
229,"86,147,184,344,425,573,808,880,889",9
230,"26,138,200,245,697,819,875",7
231,"34,208,770,949",4
232,"19,51,95,227,297,314,330,601,709,750,784,955,979,992",14
233,"65,83,224,315,439,548,990",7
234,"47,53,454,503,642,773,836,930,968",9
235,"741,778,899",3
236,"27,33,86,193,206,298,424,448,468,496,706,736,821,902,924,934",16
237,"238,321,396,606,693,885",6
238,"57,95,226,237,367,368,376,632,685,752,768,815,824,982",14
239,"117,181,259,362,384,443,482,525,668,777,943,978",12
240,"227,333,734,840,965",5
241,"57,381,533,577,674,736,753,833",8
242,"17,33,192,326,447,514,587,766",8
243,"160,326,657,855,863",5
244,"120,414,421,440,463,481,660,839,950,981",10
245,"76,230,300,450,653,816,906",7
246,"17,110,251,332,728,761,809",7
247,"26,59,122,211,252,256,412,547,589,624,682,815,836,893,932,945",16
248,"113,278,325,334,370,412,579,614,834,865,976",11
249,"415,566,596,626,649,673,703,869,884,919",10
250,"5,46,118,287,530,682,685,756,787,847,882,887",12
251,"45,98,109,113,134,177,196,246,547,842,860,880,885",13
252,"247,339,389,471,553,581,693,816,941",9
253,"68,112,165,297,532,612,739,744,748,947,986",11
254,"69,267,293,468,628,641,695,803,856,906,914",11
255,"83,284,362,370,573,758,943",7
256,"70,79,115,247,278,501,513,536,590,721,783,790,872,893,929,961",16
257,"77,101,132,161,219,302,331,608,657,703,774,916",12
258,"142,228,279,308,315,333,587",7
259,"102,197,239,268,316,324,325,588,773,819,868",11
260,"27,150,217,277,287,419,538,542,578,600,715,790,795,868,946",15
261,"161,207,307,720,747,880,943,945,974",9
262,"72,148,379,613,663,778,858,885,958,989",10
263,"301,310,353,375,435,531,550,598,607,682,694,706,741,857,898,958",16
264,"10,76,335,366,401,491,492,555,609,737,810,907",12
265,"273,316,416,614,685,849,953,977",8
266,"184,311,350,572,998",5
267,"162,184,195,254,322,411,539,731,739,835,984",11
268,"42,259,454,495,514,571,615,795,867",9
269,"66,79,228,462,587,596,606,616,855,901,963",11
270,"105,117,164,209,291,399,459,610,956",9
271,"40,67,107,385,459,480,505,574,621,689,697,791,918",13
272,"68,283,392,409,456,511,539,542,615,677,746,782,844,881,962,990",16
273,"36,124,164,265,279,329,364,403,461,488,644,713,917,952,984",15
274,"351,356,597,780,899,965",6
275,"105,597,702,714,752,903,925",7
276,"177,178,224,372,589,603,642,654,743,752,762,911",12
277,"12,195,260,308,309,495,755,807,814,964,982",11
278,"84,144,248,256,341,349,435,436,497,538,548,554,595,825,917,959,972",17
279,"93,139,141,224,258,273,399,466,498,534,658,704,776,785",14
280,"0,42,332,668,690,707,846,948,962",9
281,"40,85,133,377,518,601,615,692,736,768,779,962",12
282,"80,168,204,596,760,923",6
283,"37,143,272,303,397,541,572,573,631,787,815",11
284,"105,193,221,255,287,347,464,670,722,776,946,952",12
285,"102,222,296,342,424,811,919",7
286,"27,28,40,287,353,484,554,607,857,872,967,989",12
287,"86,111,250,260,284,286,482,626,630,687,749,978,987",13
288,"164,312,537,663,901,919,978",7
289,"51,145,184,392,429,711,848,869,915,945,948,987,997",13
290,"11,21,150,434,478,727",6
291,"270,333,361,421,445,506,532,573,639,661,665,950,968",13
292,"10,89,101,105,194,200,314,333,511,615,805,944",12
293,"147,175,201,254,379,597,656,880,982",9
294,"73,137,327,467,802,947,988",7
295,"141,156,436,542,585,708,880",7
296,"97,285,378,544,583,762,890,894,956,983",10
297,"73,129,232,253,530,560,663,736,850",9
298,"87,191,200,236,398,489,512,555,766,926",10
299,"139,487,524,626,753,858,872",7
300,"11,16,28,48,84,245,411,514,541,618,768,882,959,966",14
301,"263,357,502,525,722,728,745,828",8
302,"45,257,380,552,714,761,808,947,962,980,994",11
303,"283,304,493,509,540,664,790,817,921,961",10
304,"51,156,303,390,469,658,752,933",8
305,"71,333,414,459,541,555,720,751,803,816,898",11
306,"4,98,347,485,690,722,815,931,944",9
307,"147,218,261,729,905",5
308,"110,195,258,277,328,357,456,689,980",9
309,"62,169,214,277,320,368,537,819,836,855,995",11
310,"107,263,445,533,659,739,753,768,771,818,852",11
311,"61,101,157,266,513,662,722,769,798,818,846,854",12
312,"58,288,367,557,566,742,786,887,897,946",10
313,"74,100,414,560,579,650,739,837,870,878",10
314,"224,232,292,317,378,381,455,852,924",9
315,"28,233,258,319,324,333,378,427,478,577,682,763,805,860,974",15
316,"71,115,171,259,265,423,774,907,955,969,976",11
317,"200,314,429,455,494,856,902",7
318,"69,94,437,524,526,555,627,807,824,889,987",11
319,"14,68,185,315,383,463,500,505,662,674,796,878,939",13
320,"34,63,116,139,309,344,377,385,475,519,571,589,727,955,968",15
321,"28,31,194,213,237,397,411,910",8
322,"35,40,189,267,368,403,471,721",8
323,"44,47,50,119,380,394,404,409,442,448,573,698,840",13
324,"259,315,383,635,697,856,857,973,992",9
325,"2,137,248,259,398,430,673,713,913,944",10
326,"11,54,58,73,113,209,242,243,427,602,893,928,985",13
327,"67,212,294,443,464,541,588,750",8
328,"3,66,127,190,308,377,408,606,641,693,714,726,859",13
329,"160,174,273,382,811,938,939",7
330,"124,125,151,208,232,367,420,734,753,879",10
331,"128,257,593,606,751,761,765,813,835,851,861,988,996",13
332,"97,246,280,511,583,632,931",7
333,"1,85,122,212,240,258,291,292,305,315,363,381,421,451,568,720,721,793,814,840",20
334,"54,79,248,435,554,569,582,608,631,645,793,876,907,961,973",15
335,"120,156,189,264,541,624,875,910,954",9
336,"60,92,93,173,227,350,386,497,811",9
337,"6,71,163,166,400,650,685,785,863,892",10
338,"355,604,664,788,819",5
339,"24,25,114,225,252,491,570,669,791,896",10
340,"42,90,108,160,539,630,657,707,725,754,847,894,896,950",14
341,"45,69,278,476,521,578,768",7
342,"173,189,285,460,501,543,558,681,703,792,863",11
343,"14,108,185,508,651,782,840",7
344,"59,229,320,355,395,406,552,584,704,734,911",11
345,"0,347,369,434,543,691,755,758,772,808,967",11
346,"209,417,644,649",4
347,"2,284,306,345,374,416,442,455,521,589,646,682,772,774,886",15
348,"65,142,153,501,532,625,668,751,884,966",10
349,"205,211,278,409,569,595,791",7
350,"44,113,159,266,336,398,745,756,786,925,961",11
351,"136,142,164,167,274,770,812,860",8
352,"6,214,692,725,775,841",6
353,"58,186,263,286,358,359,420,587,789,874,966,969,998",13
354,"181,463,498,735,772,804,946",7
355,"145,163,207,338,344,455,661,666,813,825,903,908,939,991",14
356,"44,73,195,274,394,705,796,812,902",9
357,"62,68,152,301,308,489,771,865,980",9
358,"218,353,363,380,395,490,563,586,883,928,942",11
359,"52,158,353,534,552,634,719,915",8
360,"114,227,397,431,503,550,602,651,785,848",10
361,"166,291,550,735,910,998",6
362,"23,87,239,255,418,557,769,790,888",9
363,"333,358,426,467,880",5
364,"40,220,225,273,388,422,454,555,598,748,887",11
365,"86,102,147,406,537,545,620,649,698,716,721,855,871",13
366,"31,51,82,264,595,675,731,754,847,920,976",11
367,"197,238,312,330,411,455,639,670,725,740,830,993",12
368,"47,119,127,238,309,322,430,523,554,698,784,963",12
369,"56,58,154,345,462,470,528,555,564,816",10
370,"3,5,77,125,248,255,509,539,844,958",10
371,"38,77,119,128,185,443,496,873,952",9
372,"276,377,406,858",4
373,"39,143,197,521,614,818",6
374,"167,211,347,414,605,631,643,728,811,848,925,979,985",13
375,"152,263,438,519,553,669,683,892,922",9
376,"0,238,413,538,749,859",6
377,"17,202,281,320,328,372,408,440,493,580,621,657",12
378,"26,108,168,296,314,315,475,486,633,739,764,861,969",13
379,"32,34,59,262,293,635,694,752,781,802,857,936,946,981",14
380,"56,147,221,302,323,358,387,392,547,625,901",11
381,"116,189,211,241,314,333,462,507,694,704,835,866,951",13
382,"35,166,329,528,659,825,904",7
383,"110,319,324,605,636,796",6
384,"151,239,412,457,716,755,777,846,938",9
385,"133,271,320,487,489,506,529,547,756,947,954",11
386,"46,209,336,551,605,639,762,980,996",9
387,"213,380,558,699,727,859,873,996",8
388,"83,127,171,364,405,410,565,746,768,805,845,877,918,922,974",15
389,"59,224,252,431,599,830",6
390,"87,124,304,409,533,596,801",7
391,"13,33,188,193,225,527,619,655,814,854,894,992",12
392,"21,43,272,289,380,416,553,560,807,828,838,847,903",13
393,"32,50,84,119,600,694,714,858,895,951",10
394,"159,212,323,356,683,835,996",7
395,"164,221,344,358,485,624",6
396,"150,237,412,548,586,617,630,643,713",9
397,"283,321,360,621,645,720,731,752,780,800,884,900,917",13
398,"54,57,96,149,172,298,325,350,401,592,970",11
399,"61,72,270,279,475,501,984",7
400,"42,218,337,418,438,494,800,853",8
401,"47,264,398,685,931,984",6
402,"9,428,459,475,506,525,674,875,877,888,960,967,969,978",14
403,"48,273,322,426,563,616,753,995",8
404,"8,127,323,643,735,741,985",7
405,"29,101,187,388,488,539,627,861,935",9
406,"139,344,365,372,535,574,594,751,822,823,968",11
407,"31,73,90,103,505,552,571,696,814,938",10
408,"36,328,377,424,547,711,756,963",8
409,"183,202,272,323,349,390,484,544,649,768,854,859,867,985",14
410,"0,39,56,85,86,136,212,388,430,608,643,758,784,789,835",15
411,"93,156,217,267,300,321,367,462,491,659,675,932,991",13
412,"120,150,247,248,384,396,484,492,794,801",10
413,"96,126,168,376,469,525,538,698,799,938",10
414,"44,168,204,216,244,305,313,374,875,944,988",11
415,"136,225,249,457,644,712,717,738,818,829",10
416,"85,265,347,392,714,760,790,837",8
417,"346,424,450,646,997",5
418,"37,56,176,362,400,438,515,584,672,699,748,809,842,871",14
419,"180,196,260,572,617,636,735,919",8
420,"15,96,104,144,184,330,353,483,562,689,821,969,973,984",14
421,"51,100,244,291,333,496,510,511,589,700,749,758",12
422,"30,40,129,364,486,510,546,636,752,784,939",11
423,"24,316,451,587,647,697,705,795,907",9
424,"236,285,408,417,512,641,901,922",8
425,"171,229,511,639,966,991",6
426,"173,211,363,403,594,687,710,957",8
427,"315,326,615,656,702",5
428,"137,402,479,606,787,874,999",7
429,"192,205,289,317,558,662,792,824,828,882",10
430,"147,219,325,368,410,485,496,504,543,770,779,801,918",13
431,"60,150,212,360,389,449,783,977",8
432,"531,555,731,842,901,951",6
433,"172,528,588,623,860,906",6
434,"3,24,147,290,345,628,790,842",8
435,"64,192,263,278,334,500,552,903,947",9
436,"19,23,219,278,295,458,472,619,659,857,916",11
437,"125,318,439,497,507,532,661,690,867",9
438,"75,101,375,400,418,554,720,928",8
439,"26,87,130,233,437,470,475,586,597,624,782,940,951",13
440,"125,244,377,444,464,569,666,748,810,830,897",11
441,"1,64,685,812,907,943,989",7
442,"58,199,323,347,593,595,617,707,791,933",10
443,"41,159,176,239,327,371,641,713,908,917,919",11
444,"71,130,196,220,440,462,608,709,734,856",10
445,"9,34,93,98,135,291,310,635,759,793,795,802,964",13
446,"465,532,544,611,703,805,861,868,950",9
447,"62,70,130,218,242,492,822,951,962",9
448,"144,236,323,663,759,782,864",7
449,"120,218,431,554,702,804,846,879,891,943",10
450,"56,75,133,160,245,417,572,639,714,852",10
451,"333,423,454,463,647,746",6
452,"112,184,468,700,979",5
453,"571,676,843,895,956",5
454,"113,117,128,153,234,268,364,451,565,580,622,665,667,976",14
455,"43,95,130,189,314,317,347,355,367,530,566,589,859",13
456,"152,206,272,308,476,610,735,763,805,813,855,902,990",13
457,"79,115,146,384,415,467,708,733,839,919,924,970",12
458,"0,1,56,182,201,436,459,603,665,680,859,908,933",13
459,"7,49,270,271,305,402,458,482,532,629,789,889,954",13
460,"154,170,175,342,629,710,758,785,812,828,880",11
461,"79,133,273,498,722,870,877",7
462,"61,70,74,118,190,269,369,381,411,444,477,650,665,676,865,912",16
463,"244,319,354,451,712,824,944",7
464,"141,284,327,440,478,514,693,742",8
465,"446,475,566,615,732,742,764,939",8
466,"33,58,227,279,576,626,696,708,729,745,813,870,921,924,996",15
467,"27,135,185,294,363,457,517,576,670,724,742,963",12
468,"177,236,254,452,553,573,661,673,773",9
469,"222,304,413,584,769,974",6
470,"85,209,369,439,580,626,640,679,746,894,994",11
471,"111,114,252,322,506,601,605,620,779,787,975,978",12
472,"162,220,436,764,797,855,898,952",8
473,"220,499,511,624,636,639,766,892,956",9
474,"790,935,966,980",4
475,"164,180,320,378,399,402,439,465,659,923",10
476,"80,85,102,105,210,341,456,572,601,628,669,693,727,783,816,939",16
477,"57,462,484,535,638,660,685,949,952",9
478,"86,171,179,290,315,464,541,582,634,642,696,797,818,827,861,883",16
479,"70,99,188,228,428,606,731,733,751,785,810,986",12
480,"106,115,271,575,699,730,936",7
481,"24,112,244,517,518,554,562,665,955",9
482,"24,159,239,287,459,621,791,865,867,886",10
483,"91,420,506,518,655,667,800,989",8
484,"131,218,286,409,412,477,564,741,767,785,884,992",12
485,"10,89,123,306,395,430,722,830,914",9
486,"34,76,378,422,490,522,593,705,839",9
487,"70,81,87,124,299,385,525,675,693,813,851,888,900",13
488,"110,221,273,405,571,590,664,816,999",9
489,"76,298,357,385,515,611,727,820",8
490,"122,149,154,219,358,486,593,605,625,673,769,835",12
491,"264,339,411,580,622,663,697,984",8
492,"55,264,412,447,566,683,991",7
493,"53,145,156,176,188,303,377,494,723,749",10
494,"20,90,118,317,400,493,536,561,606,792,817,826,926",13
495,"93,136,143,268,277,504,564,634,750,802,844,874",12
496,"23,84,236,371,421,430,660,935,954,955",10
497,"29,144,278,336,437,538,636,690,863,875,899,977",12
498,"60,100,279,354,461,779,970,983",8
499,"473,687,710,734,898",5
500,"63,141,319,435,572,783,832,877,888,998",10
501,"17,256,342,348,399,634,845,903",8
502,"71,155,169,202,214,301,552,712,811,838,938",11
503,"126,234,360,618,659,712,932",7
504,"16,59,191,430,495,555,588,707,756,925,950",11
505,"23,221,271,319,407,839,846",7
506,"5,23,291,385,402,471,483,507,508,538,666,678,907,979",14
507,"54,131,153,381,437,506,647,724,963",9
508,"61,196,343,506,611,684,698,738,764,825,936",11
509,"9,303,370,619,795,803,971",7
510,"75,186,188,421,422,525,546,676,695,741,796,859,896,952,957",15
511,"15,124,272,292,332,421,425,473,538,594,672,708,743,792,811",15
512,"33,120,298,424,571,598,608,743,786,987",10
513,"68,113,223,256,311,713,742,875,944",9
514,"56,172,242,268,300,464,596,608,817,868,894",11
515,"118,418,489,660,798",5
516,"601,652",2
517,"98,186,467,481,570,660",6
518,"4,60,281,481,483,530,612,680,808,950",10
519,"14,35,60,159,222,320,375,819",8
520,"145,567,612,974,998",5
521,"46,74,76,341,347,373,548,594,679,719,790,798,890,910,957,980",16
522,"171,486,526,790,894,913",6
523,"368,642,771,791,911,983",6
524,"299,318,645,755,901",5
525,"70,142,209,239,301,402,413,487,510,554,578,621,906,960",14
526,"22,69,80,161,169,318,522,612,636,737,903,915,932",13
527,"123,391,626,664,721,856",6
528,"369,382,433,745,788",5
529,"127,152,385,591,659,824,877",7
530,"78,250,297,455,518,651,678,752,826",9
531,"88,102,126,263,432,561,933",7
532,"67,146,200,253,291,348,437,446,459,755,781",11
533,"7,213,241,310,390,796,895",7
534,"73,112,154,157,279,359,581,611,718,822,959",11
535,"51,57,144,406,477,581,658,815,893,968",10
536,"34,46,117,140,181,256,494,645,654,730,784",11
537,"161,288,309,365,555,569,648,818,870",9
538,"191,260,278,376,413,497,506,511,614,653,661,681,755,955",14
539,"89,103,143,146,149,190,267,272,340,370,405,750,781",13
540,"62,163,303,551,631,664,723,730,780,785,801,825,849,858,991",15
541,"6,31,49,135,283,300,305,327,335,478,775,799,943",13
542,"18,260,272,295,645,809,984",7
543,"115,157,342,345,430,775,835,842,871,899",10
544,"33,71,77,219,296,409,446,554,576,618",10
545,"48,50,140,147,365,598,891",7
546,"100,422,510,610,800,802,829,897,943,957",10
547,"60,137,185,225,247,251,380,385,408,617,670,928,945",13
548,"27,80,233,278,396,521,655,662,684,690,698,719,783,898",14
549,"3,19,64,95,109,121,181,183,202,642,656,667,793,813,924,944,949",17
550,"1,79,263,360,361,610,752,787,972,997",10
551,"118,159,193,386,540,593,919",7
552,"42,143,302,344,359,407,435,502,573,583,669,701,747",13
553,"17,205,252,375,392,468,631,896,898",9
554,"64,159,174,278,286,334,368,438,449,481,525,544,671,998",14
555,"3,84,95,185,201,264,298,305,318,364,369,432,504,537,610",15
556,"150,624,674,818,866,892",6
557,"24,46,312,362,633,675,676,680,789,820,833",11
558,"128,176,342,387,429,615,672,691,698,910,935",11
559,"191,226,566,625,713,805,818,875,885,918",10
560,"202,297,313,392,636,672,728,764,766,997",10
561,"37,77,107,147,189,206,494,531,591,654,795,887",12
562,"1,159,186,420,481,663,768,999",8
563,"34,358,403,637,748",5
564,"369,484,495,631,911",5
565,"3,153,388,454,606,679,780,958",8
