node,neighbors,degree
30,"0,3,11,25,27,31,33,37,43,44,47,55,57,70,71,76,82,85,88,90,92,93,98",23
31,"11,12,13,21,22,27,28,29,30,33,36,43,54,56,57,58,62,72,86,91,93,95,99",23
32,"17,22,28,33,50,56,58,62,63,71,72,75,85,91,92,98",16
33,"17,25,26,30,31,32,42,43,46,47,49,53,60,61,65,66,69,75,76,77,79,94,96,97,98",25
34,"0,7,12,14,17,23,24,36,43,45,51,68,76,78,79,81,83,86,87,93,95,96",22
35,"1,6,9,13,15,26,36,38,41,48,50,56,57,58,62,64,65,66,69,70,74,75,83,87,88,94,99",27
36,"8,15,16,17,31,34,35,37,38,47,49,50,51,54,55,63,68,69,72,75,78,79,80,92,93,98",26
37,"5,9,10,13,21,29,30,36,42,46,48,73,74,75,83,85,86",17
38,"2,3,5,12,13,18,20,21,22,27,28,29,35,36,51,56,60,74,83,93,97",21
39,"2,3,10,14,23,24,25,44,53,64,65,84,87,89",14
40,"0,11,13,17,19,22,29,49,52,60,61,67,68,76,89",15
41,"0,8,17,35,46,47,50,55,65,69,73,84,85,87,91,98",16
42,"4,8,13,16,20,21,22,33,37,53,63,71,72,86,90,92,98,99",18
43,"9,15,26,28,30,31,33,34,51,59,73,77,78,79,85,86,91,93,97",19
44,"14,18,21,25,26,30,39,47,48,56,58,62,64,68,76,78,81,91,93,95,96",21
45,"0,1,10,13,26,28,29,34,50,56,68,69,71,75,81,90,93,95,96",19
46,"0,3,16,19,25,28,33,37,41,48,49,50,55,59,60,64,66,71,86,90,92,93",22
47,"0,5,6,16,20,24,25,28,30,33,36,41,44,71,74,76",16
48,"5,8,9,12,13,17,24,35,37,44,46,51,52,53,56,61,63,74,75,82,97",21
49,"4,7,15,18,27,33,36,40,46,52,56,62,73,95,99",15
50,"2,3,10,12,23,26,32,35,36,41,45,46,55,56,58,71,72,77,81,85,97",21
51,"9,10,11,15,16,21,22,27,34,36,38,43,48,61,71,73,80,82,84,85,92,94,95,97,98,99",26
52,"7,11,12,14,18,40,48,49,53,60,61,62,67,71,78,79,83,89,91,93,97,98",22
53,"0,3,5,7,15,20,25,33,39,42,48,52,57,65,76,80,86,92",18
54,"3,7,12,20,23,31,36,55,61,64,68,71,72,74,76,90,95",17
55,"0,1,5,10,25,27,30,36,41,46,50,54,58,67,72,74,76,81,82,84,87,90,94",23
56,"9,10,11,31,32,35,38,44,45,48,49,50,64,66,70,71,73,77,79,83,94,97",22
57,"2,22,23,30,31,35,53,58,69,71,72,76,77,82,85,93,96,98",18
58,"4,5,11,19,20,23,27,31,32,35,44,50,55,57,77,83,89,90,91,94",20
59,"5,6,9,11,13,15,20,21,22,26,43,46,69,70,74,76,78,91,98",19
60,"9,19,25,28,33,38,40,46,52,71,72,74,78,88,89,91",16
61,"0,2,9,16,20,27,33,40,48,51,52,54,63,64,77,79,81,97,98,99",20
62,"0,3,4,7,17,27,31,32,35,44,49,52,67,68,70,80,81,83,91",19
63,"2,4,8,12,17,29,32,36,42,48,61,71,78,88,89,91",16
64,"12,17,28,35,39,44,46,54,56,61,72,74,75,83,87,88,93,94",18
65,"1,12,13,27,33,35,39,41,53,67,80,82",12
66,"11,12,14,16,17,18,28,33,35,46,56,90,94,95,96,99",16
67,"1,4,8,16,25,27,29,40,52,55,62,65,74,75,78,82,84,88",18
68,"6,7,10,12,28,34,36,40,44,45,54,62,74,79,81,82,84,88,90,94,95",21
69,"2,9,15,17,19,21,28,33,35,36,41,45,57,59,75,76,77,79,80,83,84,89,90,93,98",25
70,"5,8,9,25,30,35,56,59,62,71,76,78,79,80,82,85,93,99",18
71,"12,16,25,28,30,32,42,45,46,47,50,51,52,54,56,57,60,63,70,77,78,79,85,90,91,99",26
72,"3,4,5,7,13,24,27,31,32,36,42,50,54,55,57,60,64,80,86,95,96",21
73,"5,10,13,16,17,26,37,41,43,49,51,56,80,99",14
74,"0,3,7,9,14,16,19,21,22,25,28,35,37,38,47,48,54,55,59,60,64,67,68,78,80,81,84,87,88,98",30
75,"1,4,6,7,10,23,28,32,33,35,36,37,45,48,64,67,69,77,82,83,84,97",22
76,"6,9,10,11,12,18,21,29,30,33,34,40,44,47,53,54,55,57,59,69,70,80,84,89,91,99",26
77,"4,16,22,29,33,43,50,56,57,58,61,69,71,75,79,80,84,92,93,95,99",21
78,"0,2,4,5,15,34,36,43,44,52,59,60,63,67,70,71,74",17
79,"1,5,27,33,34,36,43,52,56,61,68,69,70,71,77,80,81,84,86,95",20
80,"6,13,29,36,51,53,62,65,69,70,72,73,74,76,77,79,86,96,98",19
81,"11,26,34,44,45,50,55,61,62,68,74,79,88,92,95,97,98",17
82,"1,11,16,18,23,30,48,51,55,57,65,67,68,70,75,84,91,99",18
83,"0,7,12,17,19,22,28,34,35,37,38,52,56,58,62,64,69,75,95",19
84,"1,4,8,13,21,26,29,39,41,51,55,67,68,69,74,75,76,77,79,82,97",21
85,"8,17,23,26,30,32,37,41,43,50,51,57,70,71,88,90,94,98",18
86,"5,6,7,17,19,23,31,34,37,42,43,46,53,72,79,80,96",17
87,"7,10,14,15,34,35,39,41,55,64,74,96,99",13
88,"2,16,25,27,30,35,60,63,64,67,68,74,81,85,94",15
89,"3,6,12,16,20,23,39,40,52,58,60,63,69,76,93,99",16
90,"1,6,8,20,22,30,42,45,46,54,55,58,66,68,69,71,85,91,93",19
91,"0,10,12,21,31,32,41,43,44,52,58,59,60,62,63,71,76,82,90,92,98",21
92,"2,3,4,8,15,17,20,27,30,32,36,42,46,51,53,77,81,91,96",19
93,"1,5,6,14,18,20,28,30,31,34,36,38,43,44,45,46,52,57,64,69,70,77,89,90,98",25
94,"2,20,24,33,35,51,55,56,58,64,66,68,85,88,96,97",16
95,"1,6,12,17,19,21,24,29,31,34,44,45,49,51,54,66,68,72,77,79,81,83,99",23
96,"0,2,3,4,7,13,15,23,26,33,34,44,45,57,66,72,80,86,87,92,94",21
97,"0,2,3,9,16,18,23,27,33,38,43,48,50,51,52,56,61,75,81,84,94",21
98,"6,8,15,18,29,30,32,33,36,41,42,51,52,57,59,61,69,74,80,81,85,91,93",23
99,"12,25,26,27,31,35,42,49,51,61,66,70,71,73,76,77,82,87,89,95",20
