node,neighbors,degree
169,"164,165,167,168,170,171,172,174,260",9
170,"165,166,167,168,169,171,172,173,174,175",10
171,"166,167,168,169,170,172,173,174,175,176",10
172,"167,168,169,170,171,173,174,175,176,177,308",11
173,"33,154,168,170,171,172,174,175,176,177,178",11
174,"169,170,171,172,173,175,176,177,178,179",10
175,"170,171,172,173,174,176,177,178,179,180",10
176,"171,172,173,174,175,177,178,179,180,181",10
177,"172,173,174,175,176,178,179,180,182,221,266",11
178,"173,174,175,176,177,179,180,181,182,183,667",11
179,"174,175,176,177,178,180,181,182,183,184,328,344",12
180,"175,176,177,178,179,181,182,183,184,185,272,857",12
181,"176,178,179,180,182,183,184,185,512,911",10
182,"101,177,178,179,180,181,183,184,185,186,187",11
183,"178,179,180,181,182,184,185,186,187,188",10
184,"114,179,180,181,182,183,186,187,188,897",10
185,"180,181,182,183,186,187,188,189,190",9
186,"182,183,184,185,187,188,189,190,191",9
187,"182,183,184,185,186,188,189,190,191,192",10
188,"183,184,185,186,187,189,190,191,193,246",10
189,"185,186,187,188,190,191,192,193,194,417",10
190,"185,186,187,188,189,191,192,193,194,195",10
191,"186,187,188,189,190,192,193,194,195,196",10
192,"187,189,190,191,193,194,195,196,197,767",10
193,"188,189,190,191,192,194,195,197,198,597",10
194,"144,189,190,191,192,193,195,196,197,198,199",11
195,"190,191,192,193,194,196,197,198,200,254",10
196,"191,192,194,195,197,198,199,200,201",9
197,"192,193,194,195,196,198,199,200,201,202",10
198,"193,194,195,196,197,199,200,202,203,777",10
199,"12,194,196,197,198,200,201,202,203,204",10
200,"195,196,197,198,199,201,202,203,204,215,375",11
201,"196,197,199,200,202,203,204,205,206,460",10
202,"197,198,199,200,201,203,204,205,206,207,848",11
203,"198,199,200,201,202,204,205,206,207,208",10
204,"199,200,201,202,203,205,206,207,208,209",10
205,"201,202,203,204,206,207,208,210,974",9
206,"201,202,203,204,205,207,208,209,211,775",10
207,"202,203,204,205,206,208,209,210,211,212",10
208,"203,204,205,206,207,209,210,212,213,308,598",11
209,"121,204,206,207,208,210,212,213,325",9
210,"205,207,208,209,211,212,213,214,381,977",10
211,"206,207,210,212,213,214,215,216",8
212,"207,208,209,210,211,213,215,216,217,564,604",11
213,"208,209,210,211,212,214,215,217,218,644",10
214,"210,211,213,215,217,218,219,839",8
215,"200,211,212,213,214,216,217,218,219,220",10
216,"211,212,215,217,218,219,220,221",8
217,"212,213,214,215,216,218,219,220,221,222,622",11
218,"213,214,215,216,217,219,220,221,222,223",10
219,"214,215,216,217,218,220,221,223,224,478,651",11
220,"215,216,217,218,219,221,222,223,224,773,896",11
221,"35,140,177,216,217,218,219,220,226,617",10
222,"145,217,218,220,223,225,226,227",8
223,"218,219,220,222,224,226,227,228,879",9
224,"130,219,220,223,225,226,227,228,229,989",10
225,"222,224,226,227,228,229,230",7
226,"221,222,223,224,225,228,229,230,231,408",10
227,"222,223,224,225,228,229,230,231,232,950",10
228,"223,224,225,226,227,229,230,231,232,255",10
229,"224,225,226,227,228,230,231,232,233,234",10
230,"225,226,227,228,229,231,232,233,234,235",10
231,"93,226,227,228,229,230,233,234,235,236",10
232,"227,228,229,230,233,234,235,236,237",9
233,"229,230,231,232,234,235,236,237,309",9
234,"229,230,231,232,233,235,236,237,238,239",10
235,"230,231,232,233,234,236,237,238,239,240",10
236,"126,231,232,233,234,235,237,238,240,241,549",11
237,"232,233,234,235,236,238,239,240,241,242",10
238,"234,235,236,237,239,240,241,242,243,303",10
239,"234,235,237,238,240,241,243,244,701",9
240,"235,236,237,238,239,241,242,243,244,245,274,609",12
241,"236,237,238,239,240,242,243,244,245,246,956",11
242,"237,238,240,241,243,244,245,246,247",9
243,"238,239,240,241,242,244,245,246,247,248",10
244,"151,239,240,241,242,243,245,246,247,249,988",11
245,"240,241,242,243,244,246,247,248,249,250",10
246,"188,241,242,243,244,245,247,248,249,250,251",11
247,"18,242,243,244,245,246,248,250,251,252,276",11
248,"243,245,246,247,249,251,252,253,451,559",10
249,"244,245,246,248,250,251,252,253,254",9
250,"245,246,247,249,251,252,253,254,255",9
251,"246,247,248,249,250,252,253,254,255,256,753",11
252,"18,247,248,249,250,251,254,255,256,277",10
253,"248,249,250,251,254,255,256,257,258,895",10
254,"195,249,250,251,252,253,255,256,257,258,259",11
255,"228,250,251,252,253,254,256,257,258,259,260",11
256,"251,252,253,254,255,258,259,260,261,393",10
257,"253,254,255,258,259,260,262,721",8
258,"253,254,255,256,257,259,260,261,262,427",10
259,"254,255,256,257,258,260,261,262,263,264",10
260,"169,255,256,257,258,259,261,262,264,265,671",11
261,"256,258,259,260,262,263,264,265,266,572,703",11
262,"257,258,259,260,261,263,264,265,266,808",10
263,"259,261,262,264,265,266,267,268,386",9
264,"259,260,261,262,263,266,267,268,269,803",10
265,"67,260,261,262,263,266,267,268,269,270,661",11
266,"177,261,262,263,264,265,268,269,270,271,898",11
267,"263,264,265,268,269,270,271,272,897",9
268,"263,264,265,266,267,269,270,271,272,273",10
269,"264,265,266,267,268,270,271,272,273,274",10
270,"265,266,267,268,269,271,272,274,275,594",10
271,"266,267,268,269,270,272,273,274,275,276",10
272,"166,180,267,268,269,270,271,274,276,333",10
273,"268,269,271,274,276,277,278,509,703",9
274,"240,269,270,271,272,273,275,277,278,279",10
275,"270,271,274,276,277,278,279,280,993",9
276,"247,271,272,273,275,277,278,279,280,281",10
277,"83,252,273,274,275,276,278,279,280,282,993",11
278,"273,274,275,276,277,279,280,281,283,343",10
279,"274,275,276,277,278,280,281,282,283,284,791",11
280,"275,276,277,278,279,281,282,283,284,285",10
281,"276,278,279,280,283,284,285,286,830",9
282,"42,277,279,280,283,284,285,286,748",9
283,"278,279,280,281,282,284,285,287,288,793",10
284,"279,280,281,282,283,285,286,287,288,496",10
285,"63,280,281,282,283,284,286,289,290,561,674",11
286,"281,282,284,285,287,288,289,290,291,872",10
287,"283,284,286,288,289,290,291,292",8
288,"283,284,286,287,289,290,291,292,293",9
289,"285,286,287,288,291,292,293,294,955",9
290,"285,286,287,288,291,292,293,294,295",9
291,"286,287,288,289,290,292,293,294,295,296",10
292,"18,287,288,289,290,291,293,294,295,296,297",11
293,"288,289,290,291,292,294,295,297,298,568",10
294,"289,290,291,292,293,295,296,297,298,334,618",11
295,"290,291,292,293,294,296,297,298,299,300,425",11
296,"291,292,294,295,297,298,299,300,301,563",10
297,"292,293,294,295,296,298,299,300,301,302",10
298,"293,294,295,296,297,299,300,301,302,303,407",11
299,"295,296,297,298,300,301,302,303,304",9
300,"295,296,297,298,299,301,302,303,304,305,678",11
301,"87,296,297,298,299,300,302,303,304,306",10
302,"297,298,299,300,301,303,304,305,306,307,487",11
303,"67,238,298,299,300,301,302,306,510,811",10
304,"90,299,300,301,302,305,306,307,308,309",10
305,"300,302,304,306,307,308,309,310",8
306,"301,302,303,304,305,307,308,309,310,311",10
307,"302,304,305,306,308,309,310,311,372,628",10
308,"172,208,304,305,306,307,309,312,313,937",10
309,"233,304,305,306,307,308,310,311,312,313,396,412,601,660",14
310,"305,306,307,309,312,313,314,315,454",9
311,"306,307,309,312,313,314,315,316,439",9
312,"308,309,310,311,313,315,316,317,534",9
313,"6,308,309,310,311,312,314,315,316,317,318,372",12
314,"310,311,313,315,316,318,319,686",8
315,"310,311,312,313,314,316,317,318,319,320",10
316,"140,311,312,313,314,315,317,318,319,321,752,761",12
317,"312,313,315,316,318,320,321,352,477,773",10
318,"313,314,315,316,317,319,320,321,323,628,941",11
319,"40,314,315,316,318,320,321,322,323,324,775",11
320,"315,317,318,319,321,322,323,324,325",9
321,"72,316,317,318,319,320,322,324,325,326,920",11
322,"319,320,321,323,324,325,326,327",8
323,"24,318,319,320,322,324,325,327,328",9
324,"12,319,320,321,322,323,326,327,328,329,602",11
325,"209,320,321,322,323,327,328,329,330,551",10
326,"321,322,324,327,328,329,330,331",8
327,"322,323,324,325,326,328,329,331,332,513",10
328,"179,323,324,325,326,327,329,330,331,332,448,733,905",13
329,"45,324,325,326,327,328,330,331,332,333",10
330,"325,326,328,329,331,332,333,334,335",9
331,"326,327,328,329,330,332,333,334,335,336,473",11
332,"327,328,329,330,331,333,334,336,337,520,981",11
333,"272,329,330,331,332,334,335,336,337,338",10
334,"294,330,331,332,333,335,336,337,338,339",10
335,"330,331,333,334,336,337,338,339,340,437,834",11
336,"331,332,333,334,335,337,338,339,340,341",10
337,"44,332,333,334,335,336,338,339,340,342",10
338,"333,334,335,336,337,339,340,341,342,343",10
339,"334,335,336,337,338,340,341,342,343,344",10
340,"335,336,337,338,339,341,342,343,344,422,610",11
341,"336,338,339,340,342,343,344,345,346",9
342,"337,338,339,340,341,345,346,347,455,776",10
343,"48,278,338,339,340,341,344,345,346,347,348",11
344,"179,339,340,341,343,347,348,667,903",9
345,"100,341,342,343,346,347,348,349,350",9
346,"341,342,343,345,347,348,349,350,351",9
347,"53,342,343,344,345,346,348,349,350,352",10
348,"343,344,345,346,347,349,350,351,352,353",10
349,"345,346,347,348,351,352,353,354,625",9
350,"345,346,347,348,351,352,353,354,355",9
351,"14,346,348,349,350,352,353,354,355,356",10
352,"317,347,348,349,350,351,353,354,355,356,357",11
353,"348,349,350,351,352,354,355,356,357,358,694,829",12
354,"31,349,350,351,352,353,355,356,357,359,833",11
355,"350,351,352,353,354,356,357,358,359,360",10
356,"351,352,353,354,355,357,358,359,360,361",10
357,"352,353,354,355,356,358,359,360,361,362",10
358,"353,355,356,357,359,360,361,362,363,524",10
359,"354,355,356,357,358,360,361,362,363,947",10
360,"101,355,356,357,358,359,361,362,364,365",10
361,"356,357,358,359,360,362,363,364,365,366,637",11
362,"357,358,359,360,361,363,364,365,366,367",10
363,"13,162,358,359,361,362,364,365,366,368",10
364,"160,360,361,362,363,365,366,367,368",9
365,"360,361,362,363,364,366,367,368,369,370,656,707",12
366,"361,362,363,364,365,367,369,370,371,395,776",11
367,"362,364,365,366,368,369,370,371,372",9
368,"363,364,365,367,369,370,371,372,373",9
369,"365,366,367,368,370,371,372,373,374",9
370,"365,366,367,368,369,371,372,373,374,375",10
371,"366,367,368,369,370,372,373,375,376,446",10
372,"307,313,367,368,369,370,371,373,375,376,522",11
373,"368,369,370,371,372,374,375,376,377,378",10
374,"369,370,373,375,376,377,742,965",8
375,"200,370,371,372,373,374,377,378,379,380",10
376,"371,372,373,374,377,378,379,380,381,423",10
377,"373,374,375,376,378,379,380,381,382",9
378,"373,375,376,377,379,381,382,383,505",9
379,"375,376,377,378,380,381,382,383,384",9
380,"71,375,376,377,379,381,382,383,384,385,546",11
381,"210,376,377,378,379,380,382,384,385,386,746",11
382,"377,378,379,380,381,383,384,385,386,387",10
383,"378,379,380,382,384,385,386,387,388",9
384,"379,380,381,382,383,385,386,387,388,389,812",11
385,"380,381,382,383,384,386,387,388,389,390",10
386,"99,263,381,382,383,384,385,387,388,390,391",11
387,"382,383,384,385,386,388,389,390,391,392",10
388,"144,383,384,385,386,387,389,390,391,392,393",11
389,"384,385,387,388,390,391,392,393,394",9
390,"385,386,387,388,389,391,392,393,394,395",10
391,"386,387,388,389,390,392,393,394,395,396",10
392,"387,388,389,390,391,393,394,395,396,397",10
393,"256,388,389,390,391,392,394,395,396,397,398",11
394,"389,390,391,392,393,395,396,397,398,399",10
395,"366,390,391,392,393,394,396,397,398,399,400",11
396,"309,391,392,393,394,395,398,399,400,401",10
397,"392,393,394,395,398,399,400,401,402",9
398,"393,394,395,396,397,399,400,401,402,547",10
399,"394,395,396,397,398,400,401,402,403,404,718",11
400,"395,396,397,398,399,402,403,404,405,509,676",11
401,"48,396,397,398,399,402,403,404,405",9
402,"397,398,399,400,401,403,404,405,406,799",10
403,"399,400,401,402,404,405,407,408,782",9
404,"399,400,401,402,403,405,406,407,408,409",10
405,"400,401,402,403,404,406,407,408,409,410,866",11
406,"402,404,405,407,408,409,410,411",8
407,"298,403,404,405,406,408,409,410,411",9
408,"151,226,403,404,405,406,407,409,410,412,413",11
409,"404,405,406,407,408,410,411,412,413,414,963",11
410,"405,406,407,408,409,411,412,413,414,415,987",11
411,"406,407,409,410,412,413,414,415,416",9
412,"309,408,409,410,411,413,415,416,417",9
413,"408,409,410,411,412,414,415,416,417,418,646,842",12
414,"409,410,411,413,415,416,417,418,419",9
415,"410,411,412,413,414,416,418,419,420,603,653,924",12
416,"411,412,413,414,415,417,418,419,420,421",10
417,"189,412,413,414,416,419,420,421,422,852",10
418,"413,414,415,416,419,420,421,422,423",9
419,"414,415,416,417,418,420,421,422,423,424,569",11
420,"415,416,417,418,419,421,422,423,424,425,944",11
421,"416,417,418,419,420,422,423,424,425,426,799",11
422,"340,417,418,419,420,421,423,424,425,426,427,860",12
423,"376,418,419,420,421,422,424,425,426,427,915",11
424,"419,420,421,422,423,425,426,427,428,429",10
425,"295,420,421,422,423,424,426,427,429,934",10
426,"421,422,423,424,425,427,428,429,430,431",10
427,"258,422,423,424,425,426,428,429,430,431,432",11
428,"37,424,426,427,429,430,431,432,433",9
429,"161,424,425,426,427,428,430,431,432,433",10
430,"426,427,428,429,431,432,433,435,842",9
431,"426,427,428,429,430,432,433,434,435,436",10
432,"427,428,429,430,431,433,434,435,436,437",10
433,"165,428,429,430,431,432,434,435,436,438",10
434,"431,432,433,435,436,437,438,439",8
435,"430,431,432,433,434,436,437,438,439,440",10
436,"62,431,432,433,434,435,437,438,440,441",10
437,"335,432,434,435,436,438,439,441,442",9
438,"433,434,435,436,437,439,440,442,443,493",10
439,"311,434,435,437,438,440,441,443,444",9
440,"435,436,438,439,441,442,443,444,445,834,927",11
441,"436,437,439,440,442,443,444,445,446",9
442,"437,438,440,441,443,444,445,446,447",9
443,"438,439,440,441,442,444,445,446,447,448",10
444,"439,440,441,442,443,445,446,447,448,449",10
445,"440,441,442,443,444,446,447,448,449,450",10
446,"371,441,442,443,444,445,447,448,449,450,562,735",12
447,"442,443,444,445,446,448,449,450,451,452",10
448,"328,443,444,445,446,447,449,450,451,452",10
449,"444,445,446,447,448,450,451,452,453,454",10
450,"445,446,447,448,449,451,452,453,454,455",10
451,"248,447,448,449,450,452,453,454,455,456",10
452,"447,448,449,450,451,453,454,455,456,457",10
453,"449,450,451,452,454,455,456,457,512",9
454,"310,449,450,451,452,453,455,456,457,458,459,604",12
455,"20,342,450,451,452,453,454,457,458,459,460,962",12
456,"451,452,453,454,457,458,459,460,461",9
457,"452,453,454,455,456,458,459,460,461,462",10
458,"454,455,456,457,459,460,461,462,946",9
459,"66,454,455,456,457,458,460,461,463,464",10
460,"201,455,456,457,458,459,462,463,464,465",10
461,"456,457,458,459,462,464,465,466,484,930",10
462,"457,458,460,461,463,464,465,466,467",9
463,"459,460,462,464,465,466,467,468",8
464,"459,460,461,462,463,465,466,467,468,609",10
465,"460,461,462,463,464,467,468,469,470,788,807",11
466,"461,462,463,464,467,468,469,470,471",9
467,"462,463,464,465,466,468,469,470,471,472",10
468,"463,464,465,466,467,469,470,471,473,928",10
469,"465,466,467,468,470,471,472,473,474",9
470,"465,466,467,468,469,471,472,473,474,475",10
471,"466,467,468,469,470,472,473,475,476,999",10
472,"467,469,470,471,473,475,476,578,599,838",10
473,"331,468,469,470,471,472,474,475,476,477",10
474,"10,469,470,473,475,477,478,479,605",9
475,"152,470,471,472,473,474,476,477,478,479,480",11
476,"96,471,472,473,475,477,478,479,480,481",10
477,"317,473,474,475,476,478,479,480,481",9
478,"7,219,474,475,476,477,479,480,481,482",10
479,"474,475,476,477,478,480,481,482,483,484",10
480,"475,476,477,478,479,481,482,483,485,808",10
481,"476,477,478,479,480,483,484,485,486,594,886",11
482,"478,479,480,483,484,485,486,487",8
483,"479,480,481,482,484,485,486,487,488,593,832",11
484,"461,479,481,482,483,486,487,488,489",9
485,"480,481,482,483,486,487,489,490,538",9
486,"481,482,483,484,485,487,488,489,490,491",10
487,"302,482,483,484,485,486,489,490,491,492",10
488,"483,484,486,489,490,491,492,493,512",9
489,"125,484,485,486,487,488,490,491,492,493,494,963",12
490,"485,486,487,488,489,491,492,493,494,495",10
491,"486,487,488,489,490,492,493,494,495,496",10
492,"47,487,488,489,490,491,493,494,495,497,969",11
493,"438,488,489,490,491,492,494,495,496,497,498,560",12
494,"489,490,491,492,493,495,496,497,498,499",10
495,"490,491,492,493,494,496,498,499,500,706",10
496,"284,491,493,494,495,497,498,499,500,501",10
497,"492,493,494,496,498,500,501,502,599",9
498,"0,493,494,495,496,497,499,500,501,502,503",11
499,"494,495,496,498,501,502,503,504,805",9
500,"152,495,496,497,498,501,502,503,504",9
501,"496,497,498,499,500,502,503,504,505,506",10
502,"107,497,498,499,500,501,503,504,505,506,507",11
503,"52,498,499,500,501,502,504,506,507,508,813,976",12
504,"499,500,501,502,503,505,506,507,508,509",10
505,"378,501,502,504,506,507,508,509,510",9
506,"130,501,502,503,504,505,507,508,509,511",10
507,"502,503,504,505,506,508,509,510,511,512",10
508,"16,503,504,505,506,507,509,510,511,512,513",11
509,"273,400,504,505,506,507,508,510,512,513,514",11
510,"303,505,507,508,509,512,513,514,515,777,796",11
511,"506,507,508,512,513,514,516,676",8
512,"181,453,488,507,508,509,510,511,513,516,517,806,831",13
513,"327,508,509,510,511,512,514,515,516,517,518",11
514,"509,510,511,513,515,516,517,518,519",9
515,"71,143,510,513,514,516,517,519,520",9
516,"74,511,512,513,514,515,517,518,519,521",10
517,"52,512,513,514,515,516,518,519,520,521",10
518,"513,514,516,517,519,520,521,522,523,688,984",11
519,"514,515,516,517,518,520,521,522,524,631",10
520,"40,332,515,517,518,519,521,523,524,525",10
521,"516,517,518,519,520,522,523,524,525,526",10
522,"372,518,519,521,524,525,526,527",8
523,"518,520,521,524,525,526,527,528",8
524,"358,519,520,521,522,523,526,527,528,529",10
525,"520,521,522,523,526,527,528,529,530",9
526,"60,521,522,523,524,525,527,528,529,531,582",11
527,"522,523,524,525,526,528,529,530,531,532",10
528,"523,524,525,526,527,529,530,531,532,533",10
529,"524,525,526,527,528,530,531,532,533,534",10
530,"525,527,528,529,531,532,533,534,535",9
531,"526,527,528,529,530,532,533,534,535,536",10
532,"527,528,529,530,531,533,534,535,536,537",10
533,"528,529,530,531,532,534,535,536,537,538",10
534,"312,529,530,531,532,533,535,536,537,538,539",11
535,"530,531,532,533,534,536,537,538,539,540",10
536,"531,532,533,534,535,537,538,539,540,541",10
537,"532,533,534,535,536,538,539,540,542,625",10
538,"485,533,534,535,536,537,539,540,541,542,543",11
539,"534,535,536,537,538,540,541,543,544,985",10
540,"535,536,537,538,539,541,542,543,544,545",10
541,"536,538,539,540,542,543,544,545,546",9
542,"537,538,540,541,543,544,545,546,547",9
543,"538,539,540,541,542,544,546,548,646,861",10
544,"539,540,541,542,543,545,546,547,548,549",10
545,"540,541,542,544,546,547,548,549,550",9
546,"380,541,542,543,544,545,547,549,550,708,936",11
547,"398,542,544,545,546,548,549,550,551,552",10
548,"543,544,545,547,549,551,552,553,829",9
549,"236,544,545,546,547,548,550,551,552,553,557",11
550,"545,546,547,549,551,552,553,554,555",9
551,"325,547,548,549,550,552,553,554,555,556",10
552,"547,548,549,550,551,553,554,555,556,557,885",11
553,"548,549,550,551,552,554,555,556,557,558",10
554,"550,551,552,553,555,557,558,559,956",9
555,"550,551,552,553,554,556,557,558,560,718,869",11
556,"551,552,553,555,557,558,559,560,561,814,897",11
557,"549,552,553,554,555,556,558,559,560,561,562",11
558,"553,554,555,556,557,559,560,561,562,563",10
559,"248,554,556,557,558,561,562,563,564",9
