Node,AverageAttackRate
214,0.005802
215,0.006896
216,0.005792
217,0.007450
218,0.006753
219,0.007383
220,0.007612
221,0.007508
222,0.005522
223,0.006193
224,0.006532
225,0.004608
226,0.006552
227,0.006409
228,0.006473
229,0.006342
230,0.006373
231,0.006841
232,0.006135
233,0.006503
234,0.006807
235,0.007006
236,0.007891
237,0.007187
238,0.007473
239,0.006884
240,0.008764
241,0.008305
242,0.007122
243,0.007719
244,0.008246
245,0.007707
246,0.008307
247,0.008381
248,0.007659
249,0.007060
250,0.007110
251,0.008492
252,0.007809
253,0.007565
254,0.008146
255,0.008202
256,0.007942
257,0.006287
258,0.007780
259,0.007684
260,0.008493
261,0.008400
262,0.007789
263,0.007100
264,0.007823
265,0.008279
266,0.008547
267,0.006919
268,0.007502
269,0.007537
270,0.007546
271,0.007367
272,0.007870
273,0.006902
274,0.007505
275,0.006559
276,0.007346
277,0.007775
278,0.007216
279,0.007724
280,0.007110
281,0.006603
282,0.006740
283,0.006920
284,0.006900
285,0.007628
286,0.006643
287,0.005519
288,0.006121
289,0.006415
290,0.006401
291,0.006902
292,0.007662
293,0.007206
294,0.007922
295,0.008139
296,0.007568
297,0.007673
298,0.008287
299,0.007125
300,0.008310
301,0.007768
302,0.008315
303,0.008025
304,0.007823
305,0.006627
306,0.007858
307,0.007804
308,0.008223
309,0.010191
310,0.007262
311,0.007289
312,0.007469
313,0.009205
314,0.006638
315,0.007885
316,0.009495
317,0.008045
318,0.008710
319,0.008517
320,0.007107
321,0.008368
322,0.006242
323,0.007256
324,0.008314
325,0.007632
326,0.006520
327,0.007900
328,0.010118
329,0.007952
330,0.007271
331,0.008481
332,0.008652
333,0.007789
334,0.007747
335,0.008185
336,0.007683
337,0.007600
338,0.007523
339,0.007485
340,0.008191
341,0.006615
342,0.007389
343,0.007754
344,0.007178
345,0.006322
346,0.006340
347,0.007080
348,0.007144
349,0.006647
350,0.006622
351,0.007271
352,0.008032
353,0.008677
354,0.007943
355,0.007491
356,0.007614
357,0.007629
358,0.007512
359,0.007649
360,0.007514
361,0.008130
362,0.007449
363,0.007518
364,0.006789
365,0.008360
366,0.008018
367,0.006530
368,0.006438
369,0.006412
370,0.006982
371,0.007121
372,0.007658
373,0.006734
374,0.006030
375,0.006929
376,0.007135
377,0.006273
378,0.006308
379,0.006381
380,0.007686
381,0.007992
382,0.007037
383,0.006516
384,0.007785
385,0.007249
386,0.007984
387,0.007142
388,0.007840
389,0.006633
390,0.007297
391,0.007338
392,0.007237
393,0.007933
394,0.007271
395,0.008090
396,0.007705
397,0.006772
398,0.007406
399,0.007891
400,0.008299
401,0.006650
402,0.007381
403,0.006720
404,0.007348
405,0.007996
406,0.006175
407,0.006837
408,0.008179
409,0.008155
410,0.008279
411,0.007094
412,0.007653
413,0.009350
414,0.007464
415,0.009303
416,0.008220
417,0.008353
418,0.007870
419,0.008950
420,0.009128
421,0.009125
422,0.009671
423,0.008979
424,0.008187
425,0.008297
426,0.007801
427,0.008252
428,0.006569
429,0.007262
430,0.006506
431,0.006775
432,0.006630
433,0.006744
434,0.005317
435,0.006491
436,0.006613
437,0.005968
438,0.006724
439,0.006047
440,0.007523
441,0.006228
442,0.006322
443,0.006934
444,0.006980
445,0.007095
446,0.008525
447,0.007186
448,0.007539
449,0.007391
450,0.007540
451,0.007463
452,0.007382
453,0.007055
454,0.008571
455,0.008710
456,0.006530
457,0.007118
458,0.006711
459,0.007070
460,0.006868
461,0.006909
462,0.005982
463,0.005384
464,0.006600
465,0.007215
466,0.005792
467,0.006395
468,0.006647
469,0.005995
470,0.006612
471,0.006462
472,0.007085
473,0.006884
474,0.006120
475,0.007469
476,0.007154
477,0.006530
478,0.007010
479,0.006933
480,0.007143
481,0.007848
482,0.005803
483,0.007637
484,0.006669
485,0.006737
486,0.007315
487,0.007501
488,0.007353
489,0.008841
490,0.007749
491,0.007819
492,0.008744
493,0.008993
494,0.007878
495,0.007885
496,0.007625
497,0.007284
498,0.008087
499,0.007435
500,0.007133
501,0.007709
502,0.008417
503,0.009274
504,0.007936
505,0.007273
506,0.007910
507,0.008236
508,0.008729
509,0.008802
510,0.008902
511,0.006696
512,0.010115
513,0.008558
514,0.006917
515,0.006763
516,0.007414
517,0.007458
518,0.007483
519,0.006882
520,0.007014
521,0.006645
522,0.005539
523,0.005363
524,0.006483
525,0.005646
526,0.006952
527,0.006053
528,0.006101
529,0.006227
530,0.005639
531,0.006265
532,0.006225
533,0.006308
534,0.006996
535,0.006378
536,0.006418
537,0.006555
538,0.007057
539,0.006652
540,0.006455
541,0.006025
542,0.006077
543,0.006909
544,0.006687
545,0.006116
546,0.007502
547,0.006987
548,0.006575
549,0.007754
550,0.006561
551,0.007285
552,0.007982
553,0.007271
554,0.006680
555,0.007950
556,0.007987
557,0.007845
558,0.007136
559,0.006538
560,0.006801
561,0.007031
562,0.006966
563,0.006912
564,0.006475
565,0.007232
566,0.005451
567,0.005984
568,0.007107
569,0.006199
570,0.006635
571,0.005930
572,0.006811
573,0.006274
574,0.006202
575,0.007473
576,0.006849
577,0.007051
578,0.007218
579,0.006616
580,0.008205
581,0.007292
582,0.008439
583,0.007859
584,0.007073
585,0.007852
586,0.006982
587,0.005639
588,0.006340
589,0.006142
590,0.006802
591,0.006778
592,0.006787
593,0.006579
594,0.007854
595,0.007116
596,0.005924
597,0.007221
598,0.007969
599,0.008449
600,0.007243
601,0.006751
602,0.007112
603,0.006769
604,0.007757
605,0.005164
606,0.006154
607,0.005593
608,0.006492
609,0.007321
610,0.006048
611,0.005841
612,0.007222
613,0.006263
614,0.006761
615,0.005931
616,0.006783
617,0.007506
618,0.006467
619,0.005459
620,0.006604
621,0.006152
622,0.006881
623,0.007223
624,0.006050
625,0.007285
626,0.006940
627,0.007051
628,0.007036
629,0.006110
630,0.006728
631,0.006708
632,0.006692
633,0.006675
634,0.006655
635,0.006776
636,0.006840
637,0.007107
638,0.006878
639,0.006874
640,0.007545
641,0.005251
642,0.006450
643,0.007011
644,0.008849
645,0.006933
646,0.007864
647,0.007421
648,0.006915
649,0.006360
650,0.006355
651,0.006108
652,0.006505
653,0.006195
654,0.006317
655,0.005889
656,0.006847
657,0.006411
658,0.005298
659,0.006612
660,0.007109
661,0.006745
662,0.006153
663,0.006281
664,0.007072
665,0.007108
666,0.006690
667,0.008810
668,0.007603
669,0.008386
670,0.007130
671,0.008803
672,0.008455
673,0.008911
674,0.008493
675,0.007726
676,0.008317
677,0.007606
678,0.007623
679,0.006774
680,0.006854
681,0.007162
682,0.007367
683,0.006608
684,0.007122
685,0.007200
686,0.007193
687,0.008629
688,0.007302
689,0.007237
690,0.007815
691,0.007130
692,0.006504
693,0.007649
694,0.007291
695,0.006798
696,0.006176
697,0.006748
698,0.006804
699,0.006100
700,0.006683
701,0.007421
702,0.006896
703,0.007121
704,0.006350
705,0.007126
706,0.008536
707,0.006759
708,0.006295
709,0.007377
710,0.005708
711,0.006978
712,0.006582
713,0.007242
714,0.006533
715,0.006685
716,0.005800
717,0.006517
718,0.006809
719,0.005739
720,0.004631
721,0.006394
722,0.006534
723,0.006675
724,0.006741
725,0.006986
726,0.007843
727,0.007471
728,0.008373
729,0.007838
730,0.008771
731,0.008274
732,0.008743
733,0.009571
734,0.007922
735,0.010074
736,0.008782
737,0.010134
738,0.009720
739,0.009016
740,0.008255
741,0.009031
742,0.009534
743,0.009706
744,0.010179
745,0.008066
746,0.010175
747,0.008856
748,0.009364
749,0.008642
750,0.008480
751,0.008339
752,0.009106
753,0.008895
754,0.007761
755,0.008193
756,0.006887
757,0.006054
758,0.007255
759,0.007323
760,0.007083
761,0.007655
762,0.006939
763,0.006717
764,0.006984
765,0.007490
766,0.006077
767,0.006899
768,0.005538
769,0.005449
770,0.006749
771,0.006762
772,0.006890
773,0.007779
774,0.006417
775,0.008120
776,0.007839
777,0.007586
778,0.007797
779,0.006510
780,0.005670
781,0.007533
782,0.006244
783,0.007058
784,0.006039
785,0.006415
786,0.006792
787,0.006204
788,0.006965
789,0.007073
790,0.007032
791,0.007379
792,0.006806
793,0.007248
794,0.008275
795,0.007386
796,0.009336
797,0.008396
798,0.007603
799,0.009046
800,0.009048
801,0.008596
802,0.007775
803,0.009030
804,0.008335
805,0.009911
806,0.009377
807,0.007722
808,0.008271
809,0.008339
810,0.009770
811,0.008908
812,0.007149
813,0.008135
814,0.007109
815,0.007626
816,0.007519
817,0.007898
818,0.006504
819,0.006498
820,0.007739
821,0.006493
822,0.007082
823,0.007172
824,0.007182
825,0.008510
826,0.006658
827,0.007279
828,0.007396
829,0.008172
830,0.007819
831,0.006848
832,0.006905
833,0.006382
834,0.007574
835,0.006743
836,0.007900
837,0.007992
838,0.007562
839,0.008255
840,0.007569
841,0.007608
842,0.008230
843,0.007505
844,0.008050
845,0.007338
846,0.007305
847,0.007340
848,0.007388
849,0.006639
850,0.007255
851,0.007161
852,0.007996
853,0.007132
854,0.007164
855,0.007283
856,0.007326
857,0.008157
858,0.007263
859,0.007273
860,0.007519
861,0.007826
862,0.006596
863,0.007779
864,0.007264
865,0.006618
866,0.007293
867,0.007476
868,0.007124
869,0.008312
870,0.007074
871,0.006961
872,0.006484
873,0.006802
874,0.006287
875,0.006170
876,0.007146
877,0.006146
878,0.006794
879,0.007315
880,0.006973
881,0.007200
882,0.007139
883,0.007445
884,0.006667
885,0.008571
886,0.008014
887,0.007487
888,0.006844
889,0.007518
890,0.007788
891,0.007590
892,0.008820
893,0.007673
894,0.007167
895,0.007641
896,0.008381
897,0.007943
898,0.008170
899,0.006738
900,0.005368
901,0.008022
902,0.007157
903,0.007668
904,0.007681
905,0.007313
906,0.007107
907,0.006435
908,0.007016
909,0.006932
910,0.006970
911,0.007168
912,0.006994
913,0.007125
914,0.006590
915,0.008041
916,0.007271
917,0.007429
918,0.008022
919,0.007537
920,0.007219
921,0.007761
922,0.007895
923,0.007912
924,0.008808
925,0.009226
926,0.008218
927,0.008798
928,0.008876
929,0.008224
930,0.008778
931,0.008087
932,0.008111
933,0.007311
934,0.007880
935,0.007891
936,0.007925
937,0.008610
938,0.007346
939,0.008002
940,0.007993
941,0.008956
942,0.008747
943,0.008882
944,0.007551
945,0.007450
946,0.008994
947,0.008841
948,0.008669
949,0.007340
950,0.008247
951,0.009405
952,0.007870
953,0.007965
954,0.008021
955,0.007825
956,0.007989
957,0.007284
958,0.008546
959,0.008047
960,0.007930
961,0.008186
962,0.009283
963,0.006861
964,0.008228
965,0.008751
966,0.008264
967,0.007614
968,0.008791
969,0.010429
970,0.008282
971,0.008066
972,0.006549
973,0.008083
974,0.008496
975,0.007796
976,0.008547
977,0.007833
978,0.007804
979,0.006996
980,0.008122
981,0.008663
982,0.007246
983,0.007726
984,0.005765
985,0.007217
986,0.005614
987,0.006421
988,0.005930
989,0.005386
990,0.003825
991,0.005124
992,0.004938
993,0.005360
994,0.004905
995,0.003955
996,0.003176
997,0.003272
998,0.001866
999,0.004038
