Node,AverageAttackRate
514,0.275609
515,0.252870
516,0.316463
517,0.288425
518,0.256647
519,0.195846
520,0.275860
521,0.221726
522,0.276862
523,0.210056
524,0.272635
525,0.238236
526,0.205958
527,0.272573
528,0.347072
529,0.286338
530,0.288537
531,0.188936
532,0.236574
533,0.293253
534,0.288163
535,0.292332
536,0.333768
537,0.155877
538,0.281972
539,0.325405
540,0.313984
541,0.319791
542,0.355771
543,0.198533
544,0.293238
545,0.250995
546,0.297565
547,0.285934
548,0.182764
549,0.248268
550,0.271739
551,0.243996
552,0.299722
553,0.334597
554,0.274418
555,0.257592
556,0.273321
557,0.329432
558,0.192309
559,0.280444
560,0.320152
561,0.195343
562,0.304174
563,0.307527
564,0.184253
565,0.205168
566,0.306715
567,0.273011
568,0.267663
569,0.193598
570,0.301739
571,0.338116
572,0.219532
573,0.202676
574,0.237703
575,0.262217
576,0.256319
577,0.220336
578,0.214121
579,0.282552
580,0.190010
581,0.194156
582,0.253848
583,0.278572
584,0.197588
585,0.218538
586,0.253150
587,0.391759
588,0.298960
589,0.277123
590,0.237738
591,0.230594
592,0.254083
593,0.249553
594,0.274388
595,0.231185
596,0.189887
597,0.297609
598,0.270341
599,0.307498
600,0.243657
601,0.299061
602,0.242861
603,0.270745
604,0.220136
605,0.207383
606,0.244944
607,0.195734
608,0.287375
609,0.265985
610,0.208039
611,0.290340
612,0.278612
613,0.255694
614,0.197105
615,0.179341
616,0.240901
617,0.232287
618,0.245287
619,0.307693
620,0.203157
621,0.243634
622,0.276536
623,0.260857
624,0.265222
625,0.338731
626,0.247937
627,0.276728
628,0.309008
629,0.305826
630,0.388066
631,0.285696
632,0.272659
633,0.214589
634,0.274886
635,0.244980
636,0.327284
637,0.231766
638,0.277265
639,0.162610
640,0.211457
641,0.192018
642,0.191608
643,0.231821
644,0.198380
645,0.289396
646,0.280774
647,0.263067
648,0.222329
649,0.237578
650,0.213425
651,0.296762
652,0.255578
653,0.217239
654,0.318503
655,0.221508
656,0.260728
657,0.256078
658,0.236142
659,0.261652
660,0.212878
661,0.295122
662,0.266264
663,0.275634
664,0.351331
665,0.232794
666,0.259418
667,0.213360
668,0.232336
669,0.176996
670,0.213062
671,0.228923
672,0.200941
673,0.272330
674,0.339075
675,0.287119
676,0.188460
677,0.200637
678,0.284609
679,0.188123
680,0.313583
681,0.276911
682,0.183385
683,0.242976
684,0.195169
685,0.251977
686,0.296741
687,0.308000
688,0.187882
689,0.248517
690,0.254304
691,0.269451
692,0.238573
693,0.246721
694,0.217952
695,0.250960
696,0.184731
697,0.266148
698,0.287317
699,0.229004
700,0.195911
701,0.258343
702,0.260476
703,0.203234
704,0.286031
705,0.396813
706,0.293576
707,0.236500
708,0.190994
709,0.295699
710,0.246829
711,0.199163
712,0.286041
713,0.219513
714,0.260532
715,0.218678
716,0.313944
717,0.207603
718,0.191729
719,0.211980
720,0.207360
721,0.297099
722,0.228559
723,0.187261
724,0.203789
725,0.254278
726,0.283979
727,0.216097
728,0.155352
729,0.240109
730,0.213471
731,0.292649
732,0.306954
733,0.256353
734,0.202247
735,0.215474
736,0.136335
737,0.240953
738,0.283541
739,0.185923
740,0.186185
741,0.216997
742,0.178769
743,0.233399
744,0.232765
745,0.300814
746,0.229240
747,0.251204
748,0.151506
749,0.313686
750,0.286091
751,0.268667
752,0.268071
753,0.303453
754,0.348999
755,0.275812
756,0.251425
757,0.246550
758,0.254593
759,0.227337
760,0.251753
761,0.232255
762,0.288298
763,0.237608
764,0.259723
765,0.228811
766,0.169734
767,0.228266
768,0.264573
769,0.255068
770,0.200291
771,0.206617
772,0.279362
773,0.244876
774,0.256680
775,0.167256
776,0.303869
777,0.226685
778,0.219712
779,0.281597
780,0.179194
781,0.264019
782,0.178450
783,0.222697
784,0.254507
785,0.264452
786,0.169281
787,0.227584
788,0.161718
789,0.212671
790,0.209125
791,0.190424
792,0.283736
793,0.303885
794,0.263884
795,0.179652
796,0.242138
797,0.342491
798,0.218213
799,0.186276
800,0.227662
801,0.222000
802,0.257439
803,0.273005
804,0.187611
805,0.248409
806,0.238542
807,0.246630
808,0.263526
809,0.186381
810,0.194903
811,0.315429
812,0.256646
813,0.219669
814,0.222039
815,0.300345
816,0.218832
817,0.295128
818,0.220875
819,0.219227
820,0.243472
821,0.301694
822,0.237515
823,0.203175
824,0.300244
825,0.208050
826,0.210044
827,0.225337
828,0.220541
829,0.247073
830,0.200274
831,0.251565
832,0.221638
833,0.297208
834,0.222915
835,0.233558
836,0.279204
837,0.148462
838,0.214232
839,0.201295
840,0.343063
841,0.245281
842,0.242749
843,0.208492
844,0.206056
845,0.274528
846,0.247336
847,0.257374
848,0.268790
849,0.189057
850,0.288654
851,0.243926
852,0.172346
853,0.159047
854,0.198336
855,0.245053
856,0.242066
857,0.265724
858,0.155864
859,0.257719
860,0.238927
861,0.184659
862,0.224329
863,0.272468
864,0.170520
865,0.156355
866,0.178777
867,0.169930
868,0.266544
869,0.278483
870,0.183583
871,0.287749
872,0.170767
873,0.185961
874,0.210090
875,0.314519
876,0.220831
877,0.267568
878,0.257572
879,0.235322
880,0.200140
881,0.259063
882,0.168062
883,0.192584
884,0.256268
885,0.175628
886,0.243875
887,0.156679
888,0.224360
889,0.185405
890,0.205009
891,0.255820
892,0.210403
893,0.245021
894,0.275367
895,0.235498
896,0.270641
897,0.225576
898,0.228364
899,0.177860
900,0.128917
901,0.346195
902,0.302036
903,0.183461
904,0.300744
905,0.210609
906,0.219651
907,0.143423
908,0.245439
909,0.163004
910,0.215972
911,0.292171
912,0.193922
913,0.302337
914,0.249250
915,0.174158
916,0.178133
917,0.234930
918,0.326526
919,0.208911
920,0.277777
921,0.273701
922,0.279247
923,0.230388
924,0.162459
925,0.228581
926,0.295099
927,0.140263
928,0.209245
929,0.196125
930,0.190954
931,0.252815
932,0.278403
933,0.267608
934,0.159632
935,0.177853
936,0.236339
937,0.180126
938,0.182194
939,0.237989
940,0.230312
941,0.196104
942,0.169454
943,0.202958
944,0.257486
945,0.261316
946,0.152778
947,0.252578
948,0.205560
949,0.196778
950,0.203420
951,0.179427
952,0.253191
953,0.280567
954,0.269228
955,0.286170
956,0.232885
957,0.211768
958,0.240884
959,0.176717
960,0.291385
961,0.250334
962,0.181236
963,0.172186
964,0.249123
965,0.271674
966,0.171547
967,0.215871
968,0.206175
969,0.215648
970,0.215412
971,0.224788
972,0.230147
973,0.196243
974,0.234074
975,0.211080
976,0.176058
977,0.278523
978,0.179593
979,0.192965
980,0.220677
981,0.222183
982,0.250966
983,0.210314
984,0.242394
985,0.218076
986,0.245730
987,0.196680
988,0.234625
989,0.123527
990,0.186409
991,0.269409
992,0.193665
993,0.184563
994,0.303817
995,0.180435
996,0.219656
997,0.266932
998,0.222600
999,0.306102
